send_date,email_type,email_id,email_name,article_or_site,title,blurb,is_advanced_manufacturing,position,link,clicks
2026-03-12,Unclassified,209049207907,2026 Membership_SME Engage March 13,Be404c9c 332f 4c7a 988f 3c489525712d@e4feb827 1196 496c 9b39 91cf263bffbf (events.teams.microsoft.com),Be404c9c 332f 4c7a 988f 3c489525712d@e4feb827 1196 496c 9b39 91cf263bffbf (events.teams.microsoft.com),,False,9,https://events.teams.microsoft.com/event/be404c9c-332f-4c7a-988f-3c489525712d@e4feb827-1196-496c-9b39-91cf263bffbf?utm_campaign=38910833-2026%20SME%20Membership%20-%20SME%20Engage&utm_medium=email&_hsmi=408416251&utm_content=408416098&utm_source=hs_email,1
2026-03-12,Unclassified,209049207907,2026 Membership_SME Engage March 13,Madness26 (sme.org),Madness26 (sme.org),,False,7,https://www.sme.org/madness26?utm_campaign=38910833-2026%20SME%20Membership%20-%20SME%20Engage&utm_medium=email&_hsmi=408416251&utm_content=408416098&utm_source=hs_email,1
2026-03-12,Unclassified,209049207907,2026 Membership_SME Engage March 13,Published (linkedin.com),Published (linkedin.com),,False,,https://www.linkedin.com/company/18440/admin/page-posts/published/?utm_id=10275848&dlv-emuid=&dlv-mlid=10275848&utm_campaign=38910833-2026%20SME%20Membership%20-%20SME%20Engage&utm_medium=email&_hsmi=408416251&utm_content=408416098&utm_source=hs_email,1
2026-03-12,Unclassified,209049207907,2026 Membership_SME Engage March 13,Register Now Sme Engagement Events 3 (49073304.hs-sites.com),Register Now Sme Engagement Events 3 (49073304.hs-sites.com),,False,,https://49073304.hs-sites.com/register-now-sme-engagement-events-3?ecid=ACsprvvl--hNTeUdPT_RQDgDh4rY5mO1Jc56DHb1MjGW69ANGyMMJlVv99z1uWVuZCcgj50Me14W&utm_campaign=38910833-2026%20SME%20Membership%20-%20SME%20Engage&utm_medium=email&_hsmi=408416251&utm_content=408416098&utm_source=hs_email,1
2026-03-12,Unclassified,209049207907,2026 Membership_SME Engage March 13,Register Now Sme Engagement Events 3 (49073304.hs-sites.com),Register Now Sme Engagement Events 3 (49073304.hs-sites.com),,False,,https://49073304.hs-sites.com/register-now-sme-engagement-events-3?ecid=ACsprvurTXPVYoRs2BEi1VCRjT2LbhRcnyYM2slN6I3LjIMYGsi5a4DlHofUqBt13dqN3bjUycYo&utm_campaign=38910833-2026%20SME%20Membership%20-%20SME%20Engage&utm_medium=email&_hsmi=408416251&utm_content=408416098&utm_source=hs_email,1
2026-03-12,Unclassified,209049207907,2026 Membership_SME Engage March 13,The Manufacturing Excellenc Series (sme.org),The Manufacturing Excellenc Series (sme.org),,False,2,https://www.sme.org/sme-membership/engagement/the-manufacturing-excellenc-series/?utm_campaign=38910833-2026%20SME%20Membership%20-%20SME%20Engage&utm_medium=email&_hsmi=408416250&utm_content=408416098&utm_source=hs_email,1
2026-03-12,Unclassified,209049207907,2026 Membership_SME Engage March 13,91206472 E0cc 4087 A490 54a0e0e9cb41@e4feb827 1196 496c 9b39 91cf263bffbf (events.teams.microsoft.com),91206472 E0cc 4087 A490 54a0e0e9cb41@e4feb827 1196 496c 9b39 91cf263bffbf (events.teams.microsoft.com),,False,5,https://events.teams.microsoft.com/event/91206472-e0cc-4087-a490-54a0e0e9cb41@e4feb827-1196-496c-9b39-91cf263bffbf?utm_campaign=38910833-2026%20SME%20Membership%20-%20SME%20Engage&utm_medium=email&_hsmi=408415485&utm_content=408416098&utm_source=hs_email,1
2026-03-12,Unclassified,209049207907,2026 Membership_SME Engage March 13,Watch (youtube.com),Watch (youtube.com),,False,,https://www.youtube.com/watch?v=6H1JGkDY5fE&utm_campaign=38910833-2026%20SME%20Membership%20-%20SME%20Engage&utm_medium=email&_hsmi=408415485&utm_content=408416098&utm_source=hs_email,1
2026-03-12,Unclassified,209049207907,2026 Membership_SME Engage March 13,Register Now Sme Engagement Events 3 (49073304.hs-sites.com),Register Now Sme Engagement Events 3 (49073304.hs-sites.com),,False,,https://49073304.hs-sites.com/register-now-sme-engagement-events-3?ecid=ACsprvtMuBcJ_FJTEfcnul5b79cK7WeQkdb25xywP7vkuF1w0ut3zBfjlUHwZ9wcgEP9onWARDGz&utm_campaign=38910833-2026%20SME%20Membership%20-%20SME%20Engage&utm_medium=email&_hsmi=408415485&utm_content=408416098&utm_source=hs_email,1
2026-03-12,Unclassified,209049207907,2026 Membership_SME Engage March 13,Register Now Sme Engagement Events 3 (49073304.hs-sites.com),Register Now Sme Engagement Events 3 (49073304.hs-sites.com),,False,,https://49073304.hs-sites.com/register-now-sme-engagement-events-3?ecid=ACsprvt-94Ql7PhBBokNAiMcgn4N-ccUA1aZ6UwMf_oone8ymtXCoQX27PhbAsxeLZaB6Zf0TTej&utm_campaign=38910833-2026%20SME%20Membership%20-%20SME%20Engage&utm_medium=email&_hsmi=408415485&utm_content=408416098&utm_source=hs_email,1
2026-03-12,Unclassified,209049207907,2026 Membership_SME Engage March 13,Engagement (sme.org),SME Engagement page,"Happy Friday, {{ personalization_token('contact.firstname', '!') }}! Your SME Membership is more powerful than you think. Are you using it to its full potential? Stay informed, get involved, and connect with a community built around your success. Follow SME on LinkedIn and explore the SME Engagement page",False,1,https://www.sme.org/engagement?utm_campaign=38910833-2026%20SME%20Membership%20-%20SME%20Engage&utm_medium=email&_hsmi=408415864&utm_content=408416098&utm_source=hs_email,1
2026-03-12,Unclassified,209049207907,2026 Membership_SME Engage March 13,Published (linkedin.com),Published (linkedin.com),,False,,https://www.linkedin.com/company/18440/admin/page-posts/published/?utm_id=10275848&dlv-emuid=&dlv-mlid=10275848&utm_campaign=38910833-2026%20SME%20Membership%20-%20SME%20Engage&utm_medium=email&_hsmi=408415864&utm_content=408416098&utm_source=hs_email,1
2026-03-12,Unclassified,209049207907,2026 Membership_SME Engage March 13,Watch (youtube.com),Watch (youtube.com),,False,,https://www.youtube.com/watch?v=6H1JGkDY5fE&utm_campaign=38910833-2026%20SME%20Membership%20-%20SME%20Engage&utm_medium=email&_hsmi=408415864&utm_content=408416098&utm_source=hs_email,1
2026-03-12,Unclassified,209049207907,2026 Membership_SME Engage March 13,Register Now Sme Engagement Events 3 (49073304.hs-sites.com),Register Now Sme Engagement Events 3 (49073304.hs-sites.com),,False,,https://49073304.hs-sites.com/register-now-sme-engagement-events-3?ecid=ACsprvu0X33qgW2KfqHeaEyTgzHTLYSIe5ac9KVWP-VpUd_Pb3wq8f2zkJH9fh4HDveHXu2iP-jZ&utm_campaign=38910833-2026%20SME%20Membership%20-%20SME%20Engage&utm_medium=email&_hsmi=408415864&utm_content=408416098&utm_source=hs_email,1
2026-03-12,Unclassified,209049207907,2026 Membership_SME Engage March 13,Membership 2026 Engagement Brochure Calendar (sme.org),Membership 2026 Engagement Brochure Calendar (sme.org),,False,4,https://www.sme.org/globalassets/sme.org/membership/engagement-activities/membership-2026-engagement-brochure-calendar.pdf?utm_campaign=38910833-2026%20SME%20Membership%20-%20SME%20Engage&utm_medium=email&_hsmi=408415869&utm_content=408416098&utm_source=hs_email,1
2026-03-12,Unclassified,209170194232,RP26 Ind Media Attendee,The 132 Billion Engine Why Boston Is the Center of Gravity for Additive Manufacturing,The $132-Billion Engine: Why Boston is the Center of Gravity for Additive Manufacturing,,True,9,https://www.advancedmanufacturing.org/technologies/additive/the-132-billion-engine-why-boston-is-the-center-of-gravity-for-additive-manufacturing/article_59602fe0-3b3e-4445-b4fd-b2451b202b3a.html?utm_campaign=38921623-RP26&utm_medium=email&_hsmi=408412623&utm_content=408412623&utm_source=hs_email,9
2026-03-12,Unclassified,209170194232,RP26 Ind Media Attendee,Rp26 Launch Brochure (issuu.com),VIEW BROCHURE,,False,1,https://issuu.com/sme_us/docs/rp26_launch_brochure?utm_campaign=38921623-RP26&utm_medium=email&_hsmi=408412623&utm_content=408412623&utm_source=hs_email,7
2026-03-12,Unclassified,209170194232,RP26 Ind Media Attendee,What Were Most Looking Forward to at the Rapid Tct Conference 2026 (tctmagazine.com),What we're most looking forward to at the RAPID + TCT Conference 2026,,False,6,https://www.tctmagazine.com/what-were-most-looking-forward-to-at-the-rapid-tct-conference-2026/?utm_campaign=38921623-RP26&utm_medium=email&_hsmi=408412623&utm_content=408412623&utm_source=hs_email,5
2026-03-12,Unclassified,209170194232,RP26 Ind Media Attendee,Is Ai the Next Big Shift in Am Rapid Tct 2026 Takes a Closer Look (3dprint.com),Is AI the Next Big Shift in AM? RAPID + TCT 2026 Takes a Closer Look,,False,10,https://3dprint.com/324340/is-ai-the-next-big-shift-in-am-rapid-tct-2026-takes-a-closer-look/?utm_campaign=38921623-RP26&utm_medium=email&_hsmi=408412623&utm_content=408412623&utm_source=hs_email,4
2026-03-12,Unclassified,209170194232,RP26 Ind Media Attendee,Why Attend (rapid3devent.com),WHY ATTEND?,VIEW BROCHURE | HOTEL & TRAVEL | WHY ATTEND?,False,3,https://www.rapid3devent.com/attend/why-attend/?utm_campaign=38921623-RP26&utm_medium=email&_hsmi=408412623&utm_content=408412623&utm_source=hs_email,4
2026-03-12,Unclassified,209170194232,RP26 Ind Media Attendee,Hotel and Travel (rapid3devent.com),HOTEL & TRAVEL,VIEW BROCHURE | HOTEL & TRAVEL,False,2,https://www.rapid3devent.com/hotel/hotel-and-travel/?utm_campaign=38921623-RP26&utm_medium=email&_hsmi=408412623&utm_content=408412623&utm_source=hs_email,3
2026-03-12,Unclassified,209170194232,RP26 Ind Media Attendee,Fatigue Aerospace Am Rapid Tct 09032026 (3dnatives.com),Why Fatigue Still Decides Whether AM Flies — Insights from Dr. Onome Scott-Emuakpor Ahead of RAPID + TCT 2026,,False,8,https://www.3dnatives.com/en/fatigue-aerospace-am-rapid-tct-09032026/?utm_campaign=38921623-RP26&utm_medium=email&_hsmi=408412623&utm_content=408412623&utm_source=hs_email#!,2
2026-03-12,Unclassified,209170194232,RP26 Ind Media Attendee,What Rapid Tcts Essential Am Conference Track Is Really About 249641 (3dprintingindustry.com),What RAPID + TCT’s Essential AM Conference Track Is Really About,,False,4,https://3dprintingindustry.com/news/what-rapid-tcts-essential-am-conference-track-is-really-about-249641/?utm_campaign=38921623-RP26&utm_medium=email&_hsmi=408412623&utm_content=408412623&utm_source=hs_email,2
2026-03-12,Unclassified,209170194232,RP26 Ind Media Attendee,Rapid Tct Optisys Additive Manufacturing Aerospace 23022026 (3dnatives.com),From Prototype to Full-Rate Production at RAPID + TCT: Garrett Hawkins on Scaling Additive in Aerospace,,False,7,https://www.3dnatives.com/en/rapid-tct-optisys-additive-manufacturing-aerospace-23022026/?utm_campaign=38921623-RP26&utm_medium=email&_hsmi=408412623&utm_content=408412623&utm_source=hs_email,1
2026-03-12,Unclassified,209170194232,RP26 Ind Media Attendee,The Era of Specialization,The Era of Specialization: Why We Evolved RAPID + TCT for a Maturing Industry,,True,5,https://www.advancedmanufacturing.org/leadership-innovation/the-era-of-specialization/article_7c4eb720-184f-48c9-9b43-c9f3b24e932a.html?utm_campaign=38921623-RP26&utm_medium=email&_hsmi=408412623&utm_content=408412623&utm_source=hs_email,1
2026-03-12,Unclassified,209123703670,SME Awards Gala ,2026 Additive Manufacturing Awards Gala (sme.org),2026 Additive Manufacturing Awards Gala (sme.org),,False,2,https://www.sme.org/aboutsme/awards/2026-additive-manufacturing-awards-gala/?utm_medium=email&_hsmi=408470715&utm_content=408470715&utm_source=hs_email,90
2026-03-12,Unclassified,209123703670,SME Awards Gala ,Exclusive Invitation Composites Industry Symposium (sme.org),Exclusive Invitation Composites Industry Symposium (sme.org),,False,1,https://www.sme.org/engage/communities/composites-technical-community/future-composites-symposium/2026/exclusive-invitation-composites-industry-symposium/?utm_medium=email&_hsmi=408470715&utm_content=408470715&utm_source=hs_email,23
2026-03-11,Unclassified,209123554108,Student Manufacturing Design Competition,1005280 (ne16.com),https://namrc.sme.org/competitions/student-manufacturing-design-competition/,"Join the ASME/SME Student Manufacturing Design Competition 2026! Date: June 15, 2026 Deadline: March 16, 2026 Submit to: ihab.ragai@psu.edu and samuej2@rpi.edu Motivation: Foster interest in manufacturing, share fresh perspectives on design. Categories: Digitally integrated manufacturing Robotics and automation Additive and subtractive operations Manufacturing systems innovations Materials-process interaction Energy-efficient manufacturing Any creative new approaches Requirements: Submit a 1,500 to 3,000-word PDF report with figures/photos. Include project title, student info, faculty sponsor, problem statement, design analyses, and contributions. Process: Submit by March 16, 2026 , to ihab.ragai@psu.edu and samuej2@rpi.edu Finalists present at the 2026 MSEC/NAMRC conference. Prizes: 1st: $1000 2nd: $750 3rd: $500 Don't miss this chance to showcase your innovation and win valuable prizes! Visit https://namrc.sme.org/competitions/student-manufacturing-design-competition/",False,4,https://www.ne16.com/t/10164330/157431780/4679335/1/1005280/?f5d63f87=dGVzdCUyMG9mJTIwbWFpbGluZyUyMDU3NjEzMDQlMjBvbiUyMDAxJTJGMjIlMkYyMDI2JTIwMTQlM0E1MSUzQTI1&b44ed14b=OWMxZWYxY2YtZWZlNy00M2Y2LWIyZTQtYTM5MmUyOTVmNTc1&x=51d7182d&utm_medium=email&_hsmi=408271006&utm_content=408271006&utm_source=hs_email,199
2026-03-11,Unclassified,209123554108,Student Manufacturing Design Competition,1005280 (ne16.com),ihab.ragai@psu.edu,"Join the ASME/SME Student Manufacturing Design Competition 2026! Date: June 15, 2026 Deadline: March 16, 2026 Submit to: ihab.ragai@psu.edu",False,2,https://www.ne16.com/t/10164330/157431780/8973613/0/1005280/?f5d63f87=dGVzdCUyMG9mJTIwbWFpbGluZyUyMDU3NjEzMDQlMjBvbiUyMDAxJTJGMjIlMkYyMDI2JTIwMTQlM0E1MSUzQTI1&b44ed14b=OWMxZWYxY2YtZWZlNy00M2Y2LWIyZTQtYTM5MmUyOTVmNTc1&x=f0deca51&utm_medium=email&_hsmi=408271006&utm_content=408271006&utm_source=hs_email,104
2026-03-11,Unclassified,209123554108,Student Manufacturing Design Competition,1005280 (ne16.com),ihab.ragai@psu.edu,"Join the ASME/SME Student Manufacturing Design Competition 2026! Date: June 15, 2026 Deadline: March 16, 2026 Submit to: ihab.ragai@psu.edu and samuej2@rpi.edu Motivation: Foster interest in manufacturing, share fresh perspectives on design. Categories: Digitally integrated manufacturing Robotics and automation Additive and subtractive operations Manufacturing systems innovations Materials-process interaction Energy-efficient manufacturing Any creative new approaches Requirements: Submit a 1,500 to 3,000-word PDF report with figures/photos. Include project title, student info, faculty sponsor, problem statement, design analyses, and contributions. Process: Submit by March 16, 2026 , to ihab.ragai@psu.edu",False,3,https://www.ne16.com/t/10164330/157431780/8973613/1/1005280/?f5d63f87=dGVzdCUyMG9mJTIwbWFpbGluZyUyMDU3NjEzMDQlMjBvbiUyMDAxJTJGMjIlMkYyMDI2JTIwMTQlM0E1MSUzQTI1&b44ed14b=OWMxZWYxY2YtZWZlNy00M2Y2LWIyZTQtYTM5MmUyOTVmNTc1&x=aeaf0cd8&utm_medium=email&_hsmi=408271006&utm_content=408271006&utm_source=hs_email,97
2026-03-11,Unclassified,209123554108,Student Manufacturing Design Competition,Exclusive Invitation Composites Industry Symposium (sme.org),Exclusive Invitation Composites Industry Symposium (sme.org),,False,1,https://www.sme.org/engage/communities/composites-technical-community/future-composites-symposium/2026/exclusive-invitation-composites-industry-symposium/?utm_medium=email&_hsmi=408271006&utm_content=408271006&utm_source=hs_email,24
2026-03-13,Unclassified,209199654979,MMTS 2026 - AT 01 - CAN (FR),Start (xpressreg.net),Start (xpressreg.net),,False,5,https://www.xpressreg.net/register/MMTS0526/start.asp?sc=SME11&utm_campaign=40234896-MMTS%202026%20-%20Attendees&utm_medium=email&_hsmi=408681662&utm_content=408681662&utm_source=hs_email,238
2026-03-13,Unclassified,209199654979,MMTS 2026 - AT 01 - CAN (FR),Rhumbfoze1w (youtu.be),Rhumbfoze1w (youtu.be),,False,2,https://youtu.be/RHuMbfOZE1w?si=_fgFd-9rr55yY9lY&utm_campaign=40234896-MMTS%202026%20-%20Attendees&utm_medium=email&_hsmi=408681662&utm_content=408681662&utm_source=hs_email,96
2026-03-13,Unclassified,209199654979,MMTS 2026 - AT 01 - CAN (FR),mmts.ca,mmts.ca,,False,1,https://www.mmts.ca/?utm_campaign=40234896-MMTS%202026%20-%20Attendees&utm_medium=email&_hsmi=408681662&utm_content=408681662&utm_source=hs_email,61
2026-03-13,Unclassified,209199654979,MMTS 2026 - AT 01 - CAN (FR),Strategic Event Partners (mmts.ca),Strategic Event Partners (mmts.ca),,False,3,https://www.mmts.ca/partners/strategic-event-partners/?utm_campaign=40234896-MMTS%202026%20-%20Attendees&utm_medium=email&_hsmi=408681662&utm_content=408681662&utm_source=hs_email,8
2026-03-13,Unclassified,209199654979,MMTS 2026 - AT 01 - CAN (FR),Sponsors (mmts.ca),Sponsors (mmts.ca),,False,4,https://www.mmts.ca/sponsor/sponsors/?utm_campaign=40234896-MMTS%202026%20-%20Attendees&utm_medium=email&_hsmi=408681662&utm_content=408681662&utm_source=hs_email,1
2026-03-13,Unclassified,209199654979,MMTS 2026 - AT 01 - CAN (FR),Mmtsevent (linkedin.com),Mmtsevent (linkedin.com),,False,,https://www.linkedin.com/company/mmtsevent/?utm_campaign=40234896-MMTS%202026%20-%20Attendees&utm_medium=email&_hsmi=408681662&utm_content=408681662&utm_source=hs_email,1
2026-03-13,Unclassified,209199654979,MMTS 2026 - AT 01 - CAN (FR),sme.org,sme.org,,False,6,https://www.sme.org/?utm_campaign=40234896-MMTS%202026%20-%20Attendees&utm_medium=email&_hsmi=408681662&utm_content=408681662&utm_source=hs_email,1
2026-03-13,Unclassified,209242017707,SME AM Awards Gala VIP Invite #2,Join U.S. for the Sme Am Awards Gala Rsvp Today (49073304.hs-sites.com),Join U.S. for the Sme Am Awards Gala Rsvp Today (49073304.hs-sites.com),,False,,https://49073304.hs-sites.com/join-us-for-the-sme-am-awards-gala-rsvp-today?ecid=ACsprvu8y1R1hWboRJK0I-3wc_EtVObj9mS_B-GZp3fZoin5vn3lUeXEGzFnU3gof5qTXrGwRdzO&utm_medium=email&_hsmi=408685645&utm_content=408685645&utm_source=hs_email,1
2026-03-13,Unclassified,209242017707,SME AM Awards Gala VIP Invite #2,Join U.S. for the Sme Am Awards Gala Rsvp Today (49073304.hs-sites.com),Join U.S. for the Sme Am Awards Gala Rsvp Today (49073304.hs-sites.com),,False,,https://49073304.hs-sites.com/join-us-for-the-sme-am-awards-gala-rsvp-today?ecid=ACsprvsKSxmAwnSx4W4VQ1EXkRi6QoZCm4IfTg9to83vFucBcqE5QWRk16_uyM4_BQBiZ8-PFKs-&utm_medium=email&_hsmi=408685645&utm_content=408685645&utm_source=hs_email,1
2026-03-13,Unclassified,209242017707,SME AM Awards Gala VIP Invite #2,Join U.S. for the Sme Am Awards Gala Rsvp Today (49073304.hs-sites.com),Join U.S. for the Sme Am Awards Gala Rsvp Today (49073304.hs-sites.com),,False,,https://49073304.hs-sites.com/join-us-for-the-sme-am-awards-gala-rsvp-today?ecid=ACsprvu5l956ocn53mDm3B6lCJUtYTvRIOqPzxT8MdKyhHA5RWBAiB8CfJtsdTn354NHceIVowN8&utm_medium=email&_hsmi=408685645&utm_content=408685645&utm_source=hs_email,1
2026-03-13,Unclassified,209242017707,SME AM Awards Gala VIP Invite #2,Join U.S. for the Sme Am Awards Gala Rsvp Today (49073304.hs-sites.com),Join U.S. for the Sme Am Awards Gala Rsvp Today (49073304.hs-sites.com),,False,,https://49073304.hs-sites.com/join-us-for-the-sme-am-awards-gala-rsvp-today?ecid=ACsprvs102MmsS4wScYtkNVvoQV8NLg7OHE9OHbMIui5IWIAtkjLkpDh-ogdc0ac-rGjbArBZHWV&utm_medium=email&_hsmi=408685645&utm_content=408685645&utm_source=hs_email,1
2026-03-13,Unclassified,209242017707,SME AM Awards Gala VIP Invite #2,Join U.S. for the Sme Am Awards Gala Rsvp Today (49073304.hs-sites.com),Join U.S. for the Sme Am Awards Gala Rsvp Today (49073304.hs-sites.com),,False,,https://49073304.hs-sites.com/join-us-for-the-sme-am-awards-gala-rsvp-today?ecid=ACsprvvQVh3v1HMm3R6enlVXJrZOpmrCXQgRA3NF11zZRX1a6bcOTUr88eq7Nfa-F0U4C8bxheop&utm_medium=email&_hsmi=408685645&utm_content=408685645&utm_source=hs_email,1
2026-03-13,Newsletter,209236249431,(B) MW 3/13/26,Bmw Puts Additive Manufacturing Into Production,BMW Puts Additive Manufacturing Into Production,"BMW Puts Additive Manufacturing Into Production To scale its additive manufacturing applications, BMW Group is investing in 3D-printing technology across all its brands, from Mini to Rolls-Royce. LEARN MORE",True,1,https://www.advancedmanufacturing.org/news-desk/bmw-puts-additive-manufacturing-into-production/article_05357ecb-cfcb-4361-8c5d-ecc3ad910f01.html?utm_medium=email&_hsmi=408645179&utm_content=408645177&utm_source=hs_email,37
2026-03-13,Newsletter,209236249431,(B) MW 3/13/26,Oil Water and Everything in Between,"Oil, Water and Everything In Between","Oil, Water and Everything In Between A lesson on cutting fluids and the emerging technologies that could one day make them obsolete. LEARN MORE",True,10,https://www.advancedmanufacturing.org/technologies/cnc-machining/oil-water-and-everything-in-between/article_5f9887f8-7831-4dfd-b737-32edf79b9aa8.html?utm_medium=email&_hsmi=408645179&utm_content=408645177&utm_source=hs_email,29
2026-03-13,Newsletter,209236249431,(B) MW 3/13/26,Manufacturing Software Pricing Guide (softwareadvice.com),Find the Right Manufacturing Software: 2026 Pricing Guide,,False,18,https://www.softwareadvice.com/resources/lp/manufacturing-software-pricing-guide/?asset=manufacturing-pricing-guide-2026&utm_campaign=%3A1%3ASA%3A2%3ACOM%3A3%3AENG%3A4%3AUSA%3A5%3ABAU%3A6%3ASOF%3A9%3AManufacturing%3A10%3Anewsletter&utm_medium=email&_hsmi=408645179&utm_content=408645177&utm_source=hs_email,23
2026-03-13,Newsletter,209236249431,(B) MW 3/13/26,A Big City Millwork Business Builds and Grows,Big-City Mill Business Builds & Grows,Big-City Mill Business Builds & Grows How do you expand a manufacturing business in one of the most expensive cities in the world? LEARN MORE,True,11,https://www.advancedmanufacturing.org/manufacturing-engineering/a-big-city-millwork-business-builds-and-grows/article_9ce5badc-d55b-46ee-9a56-38618cac84af.html?utm_medium=email&_hsmi=408645179&utm_content=408645177&utm_source=hs_email,12
2026-03-13,Newsletter,209236249431,(B) MW 3/13/26,Abb Robotics Partners With Nvidia on Physical Ai,ABB Robotics Gets Physical (AI) With Nvidia,"ABB Robotics Gets Physical (AI) With Nvidia RobotStudio HyperReality will allow developers to simulate robots & generate data that can be used to train physical-AI models, the companies say. LEARN MORE",True,12,https://www.advancedmanufacturing.org/news-desk/abb-robotics-partners-with-nvidia-on-physical-ai/article_dd433732-3192-450c-99a0-b3a123a7d9b5.html?utm_medium=email&_hsmi=408645179&utm_content=408645177&utm_source=hs_email,9
2026-03-13,Newsletter,209236249431,(B) MW 3/13/26,1005280 (ne16.com),Events,Advertise With Us SME Education Foundation Training & Development Membership Events,False,8,https://www.ne16.com/t/9213793/132362368/3810129/0/1005280/?b44ed14b=NTA1ZjFhODYtZTZkMi00YmU5LWIwNTEtMDVkNDM1YTQ1ZTg4&x=06506f11&utm_medium=email&_hsmi=408645179&utm_content=408645177&utm_source=hs_email,9
2026-03-13,Newsletter,209236249431,(B) MW 3/13/26,1005280 (ne16.com),SME Education Foundation,Advertise With Us SME Education Foundation,False,5,https://www.ne16.com/t/9213793/132362368/3810133/0/1005280/?b44ed14b=NTA1ZjFhODYtZTZkMi00YmU5LWIwNTEtMDVkNDM1YTQ1ZTg4&x=7b83f565&utm_medium=email&_hsmi=408645179&utm_content=408645177&utm_source=hs_email,7
2026-03-13,Newsletter,209236249431,(B) MW 3/13/26,Coating Overview (sct-usa.com),New Coatings for Aluminum and Non-Ferrous Applications,,False,17,https://sct-usa.com/coating-overview?utm_id=mwsmemar26&utm_campaign=zirconyxdlc&utm_medium=email&_hsmi=408645179&utm_content=408645177&utm_source=hs_email,6
2026-03-13,Newsletter,209236249431,(B) MW 3/13/26,Jobs (jobsconnection.sme.org),View All Manufacturing Jobs,"Manufacturing Operations Leader York, PA RHI Magnesita Visiting Assistant Professor of Instruction, Mechanical Engineering, non-tenure track Athens, OH Ohio University - Mechanical Engineering Senior Utilities Services Worker - Water Modesto, CA City of Modesto View All Manufacturing Jobs",False,16,https://jobsconnection.sme.org/jobs/?utm_medium=email&_hsmi=408645179&utm_content=408645177&utm_source=hs_email,5
2026-03-13,Newsletter,209236249431,(B) MW 3/13/26,1005280 (ne16.com),Media,Advertise With Us SME Education Foundation Training & Development Membership Events Media,False,9,https://www.ne16.com/t/9213793/132362368/6476513/0/1005280/?f5d63f87=TVctNy4xNS4yMDI1&b44ed14b=NTA1ZjFhODYtZTZkMi00YmU5LWIwNTEtMDVkNDM1YTQ1ZTg4&x=315f2fbd&utm_medium=email&_hsmi=408645179&utm_content=408645177&utm_source=hs_email,5
2026-03-13,Newsletter,209236249431,(B) MW 3/13/26,1005280 (ne16.com),Training & Development,Advertise With Us SME Education Foundation Training & Development,False,6,https://www.ne16.com/t/9213793/132362368/3810132/0/1005280/?b44ed14b=NTA1ZjFhODYtZTZkMi00YmU5LWIwNTEtMDVkNDM1YTQ1ZTg4&x=45708418&utm_medium=email&_hsmi=408645179&utm_content=408645177&utm_source=hs_email,3
2026-03-13,Newsletter,209236249431,(B) MW 3/13/26,1005280 (ne16.com),Membership,Advertise With Us SME Education Foundation Training & Development Membership,False,7,https://www.ne16.com/t/9213793/132362368/3810131/0/1005280/?b44ed14b=NTA1ZjFhODYtZTZkMi00YmU5LWIwNTEtMDVkNDM1YTQ1ZTg4&x=c1d5f6eb&utm_medium=email&_hsmi=408645179&utm_content=408645177&utm_source=hs_email,3
2026-03-13,Newsletter,209236249431,(B) MW 3/13/26,Your Mw Newsletter Is Here 7 (49073304.hs-sites.com),Your Mw Newsletter Is Here 7 (49073304.hs-sites.com),,False,,https://49073304.hs-sites.com/your-mw-newsletter-is-here-7?ecid=ACsprvvCUAimbn4iWFKYYOIx_rPucV6_mQzxaza63gymdjcrVMszTE8lZTAyx9cSrRDzORv8U0SZ&utm_medium=email&_hsmi=408645179&utm_content=408645177&utm_source=hs_email,1
2026-03-13,Newsletter,209236249431,(B) MW 3/13/26,82886124 (jobsconnection.sme.org),Manufacturing Operations Leader,,False,13,https://jobsconnection.sme.org/job/manufacturing-operations-leader/82886124/?utm_medium=email&_hsmi=408645179&utm_content=408645177&utm_source=hs_email,1
2026-03-13,Newsletter,209236249431,(B) MW 3/13/26,Non Contact Measurement System (marposs.com),Non Contact Measurement System (marposs.com),,False,2,https://www.marposs.com/eng/product/non-contact-measurement-system?utm_medium=email&_hsmi=408645179&utm_content=408645177&utm_source=hs_email,1
2026-03-13,Newsletter,209236249431,(B) MW 3/13/26,0je4pk1g6zv (app.webinar.net),Scaling Wire Harness Production Without Rework or Chaos,On-Demand Webinar Scaling Wire Harness Production Without Rework or Chaos,False,19,https://app.webinar.net/0JE4pk1g6zV?mcc=MWNewsletter&utm_medium=email&_hsmi=408645179&utm_content=408645177&utm_source=hs_email,1
2026-03-13,Newsletter,209236249431,(B) MW 3/13/26,Your Mw Newsletter Is Here 7 (49073304.hs-sites.com),Your Mw Newsletter Is Here 7 (49073304.hs-sites.com),,False,,https://49073304.hs-sites.com/your-mw-newsletter-is-here-7?ecid=ACsprvsBBCxjI15Wh5wYNWZChk4BbwtcmpI68_LnqmiNNvtaeLQOky5jr5JCU4-JjkeMUkAOGtc0&utm_medium=email&_hsmi=408645179&utm_content=408645177&utm_source=hs_email,1
